Subject,Relation,Object 
అతిధేయ కణం,ఉంటాయి,వారసులన్నీ
రెట్రోవైరస్ జన్యువులు,వ్యక్తపరచవు,సమాచారాన్ని తక్షణమే
రెట్రో వైరస్,నెట్టివేస్తుంది,ఉపయోగించికొని జన్యుపదార్థంలోని స్థానంలోనికి లోనికి
ఫ్రెంచ్ SCID,నిర్బంధించారు,ప్రయత్నంలో విధమైన
ఈరోజు రెట్రోవైరల్,లోనయ్యారు,ప్రయత్నంలో ప్రయత్నంలో ల్యుకేమియాకు
వ్యతిరేక చికిత్సకు,కనిపించింది,పిల్లలలో
డీఅమినేజ్ ఎంజైము,కొనసాగుతున్నాయి,లోపం చికిత్స
అడెనో వైరస్,వైరసులు,జన్య్యుపదార్ధాన్ని
మనుష్యులలో శ్వాసకోశ,కలుగజేస్తాయి,వ్యాధులను
వైరసులు అతిధేయ,ప్రవేశపెడతాయి,అతిదేయుడులోకి
అడెనో వైరసుల,విలీనంకాలేదు,పదార్థంతో
DNA బృహత్,చేయబడతాయి,కేంద్రకంలో
భేదం కణం,కలిగిఉండవు,ఏమిటంటే విభజనకు
అతిధేయ కణంయొక్క,చేయవలసిఉంది,జన్యుపదార్థంలోనికి తో
1999 జన్యు,మొదలైంది,ప్రయత్నాలలో
రీకామ్బినాంట్ వైరల్,ఊహించారు,ITR వృత్తాకార
AAV పరిమాణపు,ఉన్నాయి,ఉపయోగించటంలో
అడెనో వైరసులకు,నిర్మించలేరు,విరుద్ధంగా దానితో
అయినప్పటికీ జన్యువులను,మొదలయ్యాయి,మెదడుకు
తోచేరిన వైరసులు,తట్టుకోగలుగుతాయి,సాపేక్షంగా
వైరస్ ఉపరితలము,వహిస్తాయి,ప్రాణ్యముల కణమునకు అందులోకి
రెట్రో వైరసులు,చేరిన,అడెనోతో
వైరస్ లోని,కణ,ఉపరితలముపైన
ఉపరితల అణువులకు,అంటిపెట్టుకునిఉంటుంది,గ్రాహకాలకు
సందర్భంలో అతిధేయ,అవసరమవుతుంది,కణాలలోకి
ఆరోహకాలు అభివృద్ధి,బదలాయించబడుతుంది,లోని
సంకరాలు వైరస్,కలిగిఉంటాయి,ఒక కణంలోకి మాంసకృతులతో
ప్రోటీన్ కవచ,కప్పబడిఉంటుంది,మాంసకృతులతో
వైరల్ ఆరోహకాల,జరిగాయి,కణ
అభివృద్ధి సాపేక్షంగా,అనుమతించాలి,పాలనకు
లక్ష్యంతో సంబంధంలేని,ఉపశమించవచ్చు,కణాలను
తత్వాన్ని పరిమితం,ఉపయోగించుకున్నాయి,మాంసకృతులను
